32;10100001;1;1;1;2;0;3;1;4;55;5;84;6;1;7;0;8;33;9;1;10;0;11;13;12;0;13;1;14;0;15;8;16;13;17;1;18;1;19;0;20;1;21;0;22;90;23;33
32;10100002;1;1;1;2;0;3;0;4;41;5;104;6;1;7;0;8;25;9;0;10;0;11;10;12;0;13;1;14;0;15;6;16;18;17;0;18;0;19;0;20;1;21;0;22;79;23;40
32;10100003;1;1;0;2;1;3;0;4;48;5;94;6;1;7;0;8;13;9;5;10;0;11;4;12;0;13;0;14;0;15;6;16;6;17;0;18;0;19;0;20;0;21;0;22;88;23;26
32;10100004;1;1;0;2;0;3;0;4;62;5;106;6;1;7;0;8;18;9;0;10;0;11;5;12;0;13;0;14;0;15;6;16;15;17;0;18;0;19;0;20;0;21;3;22;80;23;52
32;10100005;1;1;0;2;0;3;0;4;42;5;74;6;2;7;5;8;30;9;0;10;0;11;6;12;0;13;0;14;0;15;7;16;27;17;0;18;0;19;0;20;0;21;3;22;61;23;34
32;10100006;1;1;0;2;0;3;2;4;38;5;70;6;2;7;0;8;30;9;1;10;0;11;8;12;0;13;0;14;0;15;5;16;28;17;1;18;0;19;0;20;1;21;0;22;74;23;27
32;10100007;1;1;1;2;1;3;2;4;58;5;104;6;0;7;1;8;17;9;0;10;0;11;10;12;0;13;0;14;0;15;5;16;10;17;0;18;1;19;0;20;0;21;0;22;81;23;22
32;10100008;1;1;2;2;1;3;0;4;47;5;97;6;0;7;0;8;12;9;1;10;0;11;4;12;1;13;0;14;0;15;5;16;8;17;0;18;1;19;0;20;0;21;1;22;87;23;20
32;10100009;1;1;1;2;1;3;1;4;28;5;101;6;2;7;2;8;17;9;0;10;0;11;4;12;1;13;0;14;0;15;7;16;20;17;1;18;0;19;0;20;1;21;0;22;101;23;26
32;10100010;1;1;0;2;0;3;0;4;30;5;93;6;1;7;0;8;27;9;2;10;1;11;8;12;0;13;0;14;0;15;4;16;21;17;0;18;1;19;0;20;1;21;3;22;80;23;33
32;10100011;1;1;0;2;0;3;0;4;11;5;72;6;1;7;4;8;4;9;0;10;2;11;1;12;0;13;0;14;1;15;1;16;1;17;0;18;0;19;0;20;0;21;0;22;39;23;3
32;10100011;1;1;2;2;0;3;3;4;5;5;41;6;0;7;3;8;2;9;1;10;0;11;0;12;1;13;0;14;0;15;1;16;1;17;0;18;0;19;0;20;0;21;1;22;21;23;2
32;10100012;1;1;1;2;0;3;0;4;20;5;47;6;0;7;0;8;11;9;0;10;1;11;2;12;1;13;0;14;0;15;5;16;7;17;2;18;0;19;0;20;0;21;0;22;44;23;12
32;10100012;1;1;1;2;0;3;0;4;33;5;55;6;1;7;1;8;16;9;0;10;0;11;8;12;0;13;0;14;0;15;4;16;17;17;1;18;0;19;0;20;1;21;1;22;63;23;12
32;10100013;1;1;0;2;0;3;2;4;34;5;60;6;0;7;0;8;10;9;0;10;1;11;5;12;0;13;0;14;0;15;3;16;14;17;0;18;0;19;0;20;0;21;2;22;47;23;21
32;10100013;1;1;1;2;2;3;0;4;30;5;68;6;2;7;0;8;15;9;0;10;0;11;4;12;0;13;0;14;0;15;5;16;14;17;0;18;0;19;0;20;0;21;2;22;46;23;21
32;10100014;1;1;0;2;0;3;0;4;15;5;49;6;0;7;0;8;30;9;0;10;0;11;0;12;0;13;1;14;0;15;0;16;3;17;0;18;0;19;0;20;0;21;4;22;61;23;20
32;10100014;1;1;0;2;0;3;0;4;14;5;60;6;1;7;1;8;34;9;0;10;0;11;4;12;0;13;0;14;0;15;0;16;2;17;0;18;0;19;1;20;0;21;3;22;67;23;16
32;10100015;1;1;0;2;0;3;1;4;11;5;69;6;3;7;0;8;18;9;1;10;0;11;4;12;0;13;0;14;0;15;2;16;5;17;0;18;0;19;0;20;0;21;2;22;63;23;15
